1,COSTA EXPORTS & IMPORTS PVT LTD ,"1-66-14, Plot No. 56, 
Sector-2, MVP Colony, 
Visakhapatnam/530017, Andhra Pradesh",9989512349,info@costaint.com,,"AP1/ME/199/17 18/07/2017 
17/07/2023",Frozen,
2,"KALYANI MARINE EXPORTS Flat No: 304, A Block, Kranthi Pride Apartment, ","Beside KIMS Hospital, New 
Bridge Road, 
Srikakulam/532001, Andhra 
Pradesh",9948486599,kalyanimarineexports@gmail.com,,"AP1/ME/225/21 03/11/2021 
02/11/2024",Frozen,
3,M/S. CHAKRI FISHERIES ,"PRIVATE LIMITED 
D.NO. 6-18-9, A1, PLOT NO. 12, EAST SHIRIDI ENCLAVE, 
EAST POINT COLONY, 
VISAKHAPATNAM - 530 017., Andhra Pradesh",0891-2504226,mail@chakrifisheries.com,,"AP1/ME/170/14 30/10/2014 
28/10/2023",Frozen,
4,"M/S. CONTINENTAL FISHERIES INDIA LTD 15-1-37/2, JAYAPRADA APARTMENTS, ","NOWROJI ROAD, 
MAHARANIPETA, 
/530002, Andhra Pradesh",9346386668,continentalfisheries18@gmail.com,,"AP1/ME/197/17 05/06/2017 
03/06/2023",Frozen,
5,M/S. SAI SEA FOODS ,"D.No. 15-1-37/4G, Jayaprada 
Apartments, 
Nowraji Road, Maharanipeta, Visakhapatnam./530002, Andhra Pradesh",99859975544,saimarine@eth.net,,"AP1/ME/160/13 26/12/2013 
18/10/2025",Frozen,
6,MONAA MARINE EXPORTS Plot No#34 SUNNY ISLES ,"VISAKHAPATNAM 
/530045, Andhra Pradesh",9848186549,monaamarineexports@gmail.com,,"AP1/ME/227/21 03/12/2021 
02/12/2024",Frozen,
7,NAQ FOODS INDIA PRIVATE LIMITED ,"S-3, SHREE BALAJI 
RESIDENCY, 
SECTOR- 9,MVP COLONY ANDHRA PRADESH/530017, Andhra Pradesh",8912768063,naqfoodsindia.nhn@gmail.com,,"AP1/ME/203/18 01/06/2018 
31/05/2024",Frozen,
8,NEELI SEA FOODS PRIVATE LIMITED ,"MIG 25A 
LAWSONS BAY COLONY 
VISAKHAPATNAM/530017, Andhra Pradesh",2784599,neeliseafoods@gmail.com,,"AP1/ME/212/18 20/12/2018 
18/12/2024",Frozen,
9,"SAI AQUATECHS PVT LTD 15-1-37/4G, JAYAPRADA APARTMENTS, ","NOWROJI ROAD, 
MAHARANIPETA, 
VISAKHAPATNAM/530002, Andhra Pradesh",8912525216,saiaquatechs@outlook.com,,"AP1/ME/223/21 09/02/2021 
08/02/2024",Frozen,
,,,,,,,,
10,SKYLARK EXIM ,"D.No:32-10-61/6A, 3 OAKS 
SADHAN, A-BLOCK 
ROAD NO.5, VENKATESWARA COLONY, 
SHEELANAGAR, 
VISAKHAPATNAM/530012, 
Andhra Pradesh",9000604070,info@skylarkexim.com,WWW.SKYLARKEXIM.COM,"AP1/ME/226/21 26/11/2021 
25/11/2024",Frozen,
11,SMSEA CORPORATION ,"SS EMPIRE, SEA SANDS 
APARTMENT 
D NO, 1-44-3/2, FLAT NO A2, SECTOR 1, MVP COLONY VISAKHAPATNAM 530 017, Andhra Pradesh",8916592477,smseadox@gmail.com,,"AP1/ME/055/05 28/02/2005 
05/02/2026",Frozen,
12,SRIAQUA SEAFOODS ,"D NO. 4-72-1, 2ND FLOOR 
VISAKHAPATNAM 
LAWSONSBAY COLONY, 
BEACH ROAD,/530017, Andhra Pradesh",9866912349,kishore@sriaquaseafoods.com,,"AP1/ME/210/18 22/11/2018 
20/11/2024",Frozen,"Frozen:Shrimp Aquaculture(HEADLESS SHELL ON VANNAMEI SHRIMP,HEAD ON SHELL ON VANNAMEI SHRIMP,PEELED AND 
DEVEINED IQF,PEELED AND UNDEVEINED IQF,PEELED AND DEVEINED 
BLOCK,PULLED VEIN PEELED AND 
DEVINED BLOCK,PEELED AND DEVEINED TAIL ON)"
13,SURE IMPORTS AND ,"EXPORTS 
54-12-62/2, 
Bhanu Nagar, Near Krishna College 
HB colony/530022, Andhra Pradesh",9989542556,sureimpex@mail.com,,"AP1/ME/229/22 08/07/2022 
07/07/2025",Chilled,
14,VAISAKHI BIOMARINE (P) LIMITED ,"D.NO. 49-38-15/3, N.G.G.O.
COLONY 
AKKAYYAPALEM 
VISAKHAPATNAM/530016, Andhra Pradesh",9705301099,RAMNISTALA@OUTLOOK.COM,,"AP1/ME/215/19 27/05/2019 
25/05/2025",Frozen,"Frozen:Shrimp Aquaculture(FROZEN 
HEADLESS SHELLON EZP VANNAMEI SHRIMPS IQF,HEADLESS SHELLON EASY PEEL VANNAMEI SHRIMPS IQF)"
15,AQUATICA FROZEN FOODS GLOBAL PVT. LTD ,"D.NO. 1-116/4/1 & 2 , PLOT NO.
401&402 
VISALAKSHI NAGAR, VISAKHAPATNAM 
/530043, Andhra Pradesh",891566357,aquaticafrozenfoods@gmail.com,,"AP1/MT/188/16 10/05/2016 
07/05/2025",Frozen,"Frozen:Shrimp Aquaculture(RAW FROZEN IQF PD WHITE SHRIMPS,RAW FROZEN IQF 
PDTO WHITE SHRIMPS,FROZEN IQF 
COOKED PD WHITE SHRIMPS,FROZEN PRAWN MEAT IQF (PD BLANCHED) 
REATED,FROZEN IQF COOKED PDTO 
WHITE SHRIMPS,RAW FROZEN IQF EASY PEEL VANNAMEI SHRIMPS,RAW BLOCK FROZEN HLSO VANNAMEI SHRIMPS (NW WT/NET,RAW FROZEN IQF HLSO 
VANNAMEI SHRIMPS (NW WT/NET 
CT,FROZEN IQF COOKED PEELED & 
DEVEINED TAIL ON WHITE,RAW FROZEN IQF HLSO EASY PEEL VANNAMEI 
SHRIMPS)"
16,ARYA SEA FOODS PRIVATE LIMITED ,"48-18-66, Tulasipeta, 
Rama Talkies Jn., 
Visakhapatnam - 530 013, Andhra Pradesh",9866660443,aryaseafoods@gmail.com,,"AP1/MT/185/15 29/09/2015 
27/09/2024",Frozen,"Frozen:Shrimp Aquaculture(Raw Peeled & Deveined Tail Off Shrimp,Raw Peeled & 
Deveined Tail On Shrimp,Easy Peel Headless Shell On Shrimp,Headless Shell On Shrimp)"
17,AVANTI FROZEN FOODS ,"PRIVATE LIMITED 
FLAT NO.103, 
R SQUARE GROUND FLOOR PANDURANGAPURAM/530003, Andhra Pradesh",4023310260,info@avntifrozen.com,www.avantifrozen.com,"AP1/MT/189/16 13/05/2016 
10/05/2025",Frozen,Frozen:Shrimp Aquaculture(Freezing of Raw/Marinated/Blanched/Cooked F&FP)
,,,,,,,,
"
18",COASTAL CORPORATION LTD," 15-1/37/1, JAYAPRADA APTS MAHARANIPET, 
VISAKHAPATNAM 530 002, 
Andhra Pradesh",8912552556,coastal6@eth.net,,"AP1/MT/013/04 21/12/2004 
13/12/2025","Frozen 
Chilled","Frozen:Shrimp Aquaculture(COOKED HEAD LESS/HL EASY PEEL/HL DEEP CUT 
SHRIMPS,COOKED PEELED DEVIENED 
TAIL ON SHRIMPS,COOKED 
CUT/PULLED/PEELED DEVIENED TAIL OFF SHRIMPS,COOKED PEELED UN DEVIENED SHRIMPS,BLANCHED HEAD LESS/HL EASY PEEL/HLDEEP CUT SHRIMPS,BLANCHED PEELED DEVIENED TAIL ON 
SHRIMPS,BLANCHEDCUT/PULLED/PEELED DEVIENED TAILOFF SHRIMPS,BLANCHED PEELED UN DEVIENED SHRIMPS,RAW
HEAD LESS/HL EASY PEEL/HL DEEP CUT SHRIMPS,RAW PEELED DEVIENED TAIL ON SHRIMPS,RAW CUT/PULLED/PEELED DEVIENED TAIL OFF SHRIMPS,RAW 
PEELED UN DEVIENED SHRIMPS,COOKED IQF HEAD ON SHRIMPS,BLANCHED IQF HEAD ON SHRIMPS,RAW IQF HEAD ON SHRIMPS,BLOCK FRZ HEAD LESS/HL EZ PEEL/HL DEEP CUT SHRIMPS,BLOCK 
FROZEN PEELED DEVEINED TAIL ON 
SHRIMPS,BLOCK FROZEN PEELED 
UNDEVIENED SHRIMPS,BLOCK FROZEN PEELED UN DEVIENED SHRIMPS,RAW IQF DOUBLE PIERCE SKEWERS SHRIMPS 
HEADLESS,RAW IQF DOUBLE PIERCE 
SKEWERS SHRIMPS TAIL ON,RAW IQF 
DOUBLE PIERCE SKEWERS SHRIMPS TAIL OFF,RAW IQF DOUBLE PIERCE SKEWERS SHRIMPS HEADLESS,RAW IQF DOUBLE PIERCE SKEWERS SHRIMPS TAILON,RAW IQF DOUBLE PIERCE SKEWERS SHRIMPS TAILOFF)"
19,"CONTINENTAL MARINES SNo.145,KONDAKARLA ","VILLAGE, 
ATCHUTAPURAM MANDAL 531033, Andhra Pradesh",8912702929,kmadhuvarma@yahoo.co.uk,,"AP1/MT/206/18 07/06/2018 
05/06/2024",Chilled,"Chilled:Fish Wild(Yellowfin Tuna (Loins, GG, H&G, Steaks),Sword Fish (Loins, GG, H&G, Portions),Mahi Mahi (H&G, Fillets),Sail Fish (Fillets),Marlin (Fillets),Seer Fish (Whole, 
GG),Red Snapper (Whole, GG, Fillets),Red 
Grouper (Whole, GG, Fillets),Malabar Grouper (Whole, GG, Fillets),Brown Spotted Grouper (Whole, GG, Fillets),Grey Grouper (Whole, GG, Fillets),Tomato Grouper (Whole, GG, 
Fillets),Coral Trout (Whole, GG, 
Fillets),Rainbow Trout (Whole, GG, 
Fillets),White Pomfret (Whole),Black Pomfret (Whole),Chineese Pomfret (Whole),Silver 
Pompano (Whole),Grey Mullet 
(Whole),Baraccuda (Whole),Seabass (Whole, GG, Fillets),Parrot Fish (Whole, GG),Red Mullet (Whole, Fillet),Indian Halibut (Whole, 
Fillet),Ribbon Fish (Whole, Portions),Cobia 
(Whole, Fillets),Sole Fish (Whole, 
Fillets),Leather Jackets (Whole, Fillets),Emperor (Whole, Fillets),Rohu (Whole, GG),Catla 
(Whole, GG),Indian Conger Eel (Whole)) 
Chilled:Fish Aquaculture(Basa (Whole, GG, Fillets),Rohu (Whole, GG),Catla (Whole, 
GG),Tilapia (Whole, GG, Fillet),Murrel (Whole, Fillets),Roopchand (Whole)) 
Chilled:Shrimp Wild(Sea Tiger (HOSO, HLSO, PDTO, PD),Sea White (HOSO, HLSO, PDTO, PD),Sea Flower (HOSO, HLSO, PDTO, 
PD),Bamboo Shrimp (HOSO, HLSO, PDTO, PD),Sea Brown (HOSO, HLSO, PDTO, 
PD),Scampi (Whole)) 
Chilled:Shrimp Aquaculture(Vannamei (HOSO, HLSO, PDTO, PD),Black Tiger (HOSO, HLSO, PDTO, PD)) 
Chilled:Cuttlefish(Whole Cleaned) 
Chilled:Squid(Whole, Whole Cleaned, Tubes & Rings) 
Chilled:Octopus(Giant Octopus Whole,Baby Octopus Whole) 
Chilled:Lobster(Rock Lobster Whole,Sand 
Lobster Whole) 
Chilled:Crab(Blue Crab Whole Cleaned,Brown Crab Whole Cleaned,Soft Shell Crab Whole)"
,,,,,,,,"Frozen:Fish Wild(BLAST FROZEN RAW 
RIBBON FISH,BLAST FROZEN RAW 
SKIPJACK TUNA,BLAST FROZEN RAW 
YELLOW FIN TUNA,BLAST FROZEN RAW INDIAN MACKERAL) 
Frozen:Shrimp Wild(IQF FROZEN RAW 
HEADLESS SHELLON PINK SHRIMPS,IQF FROZEN RAW HEADLESS SHELLON 
BROWN SHRIMPS,IQF FROZEN RAW 
HEADLESS SHELLON WHITE SHRIMPS,IQF FROZEN RAW HEADLESS SHELLON 
FLOWER SHRIMPS,IQF FROZEN RAW 
HEADLESS SHELLON TIGER 
SHRIMPS,BLOCK FROZEN RAW HEADLESS
	"
